city,community,distance,houseInfo,link,price,time,title
未来科技城,余杭未来科技城仓乐雅苑,3.227,精选--26.00㎡南3室3厅3卫,/zufang/HZ2724534723761414144.html,1680,1个月前维护,合租·仓乐雅苑 3居室 南卧
,余杭闲林白云深处,,--223.00㎡东南南5室3厅4卫,,,,整租·白云深处 5室3厅 跃层 东南/南
,余杭闲林融创金成未来海,,--95.00㎡南3室1厅2卫,,,,整租·融创金成未来海 3室1厅 南
,余杭闲林白云深处,,--235.75㎡南4室2厅3卫,,,,整租·白云深处 4室2厅 南
,余杭闲林绿城桃源小镇,,--86.00㎡南北2室2厅1卫,,,,整租·绿城桃源小镇 2室2厅 南/北
,余杭闲林十里风荷,,--139.00㎡南4室2厅3卫,,,,整租·十里风荷 4室2厅 南
,余杭闲林怡景花城,,--228.00㎡南5室3厅3卫,,,,整租·怡景花城 5室3厅 南
未来科技城,余杭未来科技城西溪蓝海,2.159,精选--18.00㎡东南4室2厅4卫,/zufang/HZ2594110463181078528.html,1788,25天前维护,合租·西溪蓝海 4居室 东南卧
,余杭闲林华元玉榕庄,,--392.79㎡南5室2厅4卫,,,,整租·华元玉榕庄 5室2厅 南
,余杭闲林绿城桃源小镇品霞苑,,--124.00㎡南北4室2厅2卫,,,,整租·绿城桃源小镇品霞苑 4室2厅 南/北
,余杭未来科技城众安学君里,,--118.20㎡西南2室1厅2卫,,,,整租·众安学君里 2室1厅 西南
,余杭闲林绿城桃源小镇,,--266.21㎡南5室1厅3卫,,,,整租·绿城桃源小镇 5室1厅 跃层 南
,余杭未来科技城奥克斯时代未来之城,,--132.00㎡南3室2厅2卫,,,,整租·奥克斯时代未来之城 3室2厅 南
,余杭未来科技城西溪蓝海,,--37.64㎡南2室1厅1卫,,,,整租·西溪蓝海 2室1厅 南
,余杭未来科技城瑞城温莎郡,,--86.00㎡南3室2厅1卫,,,,整租·瑞城温莎郡 3室2厅 南
,余杭闲林爵士风情花园,,--119.00㎡南3室2厅2卫,,,,整租·爵士风情花园 3室2厅 南
,余杭闲林绿城桃源小镇品霞苑,,--89.00㎡东南南3室2厅1卫,,,,整租·绿城桃源小镇品霞苑 3室2厅 东南/南
,余杭闲林南湖大厦,,--44.33㎡东北1室1厅1卫,,,,整租·南湖大厦 1室1厅 东北
,余杭闲林华元玉榕庄,,--297.00㎡南4室3厅4卫,,,,整租·华元玉榕庄 4室3厅 南
,余杭闲林悦青蓝,,--134.00㎡东南4室2厅2卫,,,,整租·悦青蓝 4室2厅 东南
,余杭闲林东海·闲湖城,,--200.00㎡南北4室2厅3卫,,,,整租·东海·闲湖城 4室2厅 南/北
,余杭未来科技城新湖菲林山,,--88.70㎡南3室1厅1卫,,,,整租·新湖菲林山 3室1厅 南
,余杭闲林怡景花城鸣翠苑,,--120.91㎡南3室1厅2卫,,,,整租·怡景花城鸣翠苑 3室1厅 南
,余杭闲林南湖大厦,,--44.33㎡东南1室1厅1卫,,,,整租·南湖大厦 1室1厅 东南
,余杭未来科技城保亿丽景山,,--89.00㎡南3室2厅1卫,,,,整租·保亿丽景山 3室2厅 南
,余杭闲林绿城桃源小镇品霞苑,,--124.38㎡西南4室2厅2卫,,,,整租·绿城桃源小镇品霞苑 4室2厅 西南
,余杭未来科技城融创金成英特学府,,--15.00㎡南2室1厅1卫,,,,合租·融创金成英特学府 2居室 南卧
未来科技城,余杭未来科技城华夏之心,1.924,--139.00㎡南北4室2厅2卫,/zufang/HZ2787679147860959232.html,13000,今天维护,整租·华夏之心 4室2厅 南/北
,余杭未来科技城欧美金融城,,--98.49㎡南3室1厅2卫,,,,整租·欧美金融城 3室1厅 南
,余杭闲林新南湖绿苑,,--148.00㎡南3室2厅2卫,,,,整租·新南湖绿苑 3室2厅 南
,余杭闲林爵士风情花园,,--109.00㎡南北3室2厅2卫,,,,整租·爵士风情花园 3室2厅 南/北
闲林,余杭闲林绿城桃源小镇,5.954,--139.00㎡南北4室2厅2卫,/zufang/HZ2654418673271308288.html,2000,4天前维护,整租·绿城桃源小镇 4室2厅 南/北
,余杭未来科技城庭院深深,,--101.35㎡南2室2厅1卫,,,,整租·庭院深深 2室2厅 南
,余杭闲林绿城桃源小镇,,--85.00㎡南北3室2厅2卫,,,,整租·绿城桃源小镇 3室2厅 南/北
,余杭闲林雅居乐国际花园,,--81.01㎡南2室2厅1卫,,,,整租·雅居乐国际花园 2室2厅 南
,余杭闲林雅居乐国际花园,,--89.00㎡南北3室2厅2卫,,,,整租·雅居乐国际花园 3室2厅 南/北
,余杭闲林绿城桃源小镇品霞苑,,--124.77㎡东4室2厅2卫,,,,整租·绿城桃源小镇品霞苑 4室2厅 东
未来科技城,,,45.00-60.00㎡3间在租2室1厅1卫,/apartment/25977.html,4500-4888,5天前维护,独栋·窝酷公寓 欧美金融城店 LOFT 2室1厅
,余杭未来科技城富力西溪悦居,,--193.77㎡西南4室2厅3卫,,,,整租·富力西溪悦居 4室2厅 西南
未来科技城,余杭未来科技城欧美金融城,1.901,精选--45.00㎡北1室1厅1卫,/zufang/HZ2821833699619258368.html,4000,今天维护,整租·欧美金融城 1室1厅 LOFT 北
,余杭闲林竹海水韵,,--87.47㎡东南西3室2厅1卫,,,,整租·竹海水韵 3室2厅 东南/西
,余杭闲林雅居乐国际花园,,--12.00㎡南1室1厅1卫,,,,合租·雅居乐国际花园 1居室 南卧
,余杭闲林新明半岛,,--126.50㎡南3室2厅2卫,,,,整租·新明半岛 3室2厅 南
,余杭闲林中港罗兰小镇,,--70.00㎡北2室1厅1卫,,,,整租·中港罗兰小镇 2室1厅 北
闲林,余杭闲林爵士风情花园,4.459,--194.34㎡南西北8室2厅3卫,/zufang/HZ2818757690002505728.html,4600,2天前维护,整租·爵士风情花园 8室2厅 跃层 南/西北
,余杭闲林新西湖小镇,,--136.00㎡东南4室2厅2卫,,,,整租·新西湖小镇 4室2厅 东南
,余杭闲林东海·闲湖城,,--131.36㎡南3室2厅2卫,,,,整租·东海·闲湖城 3室2厅 南
,余杭闲林中港罗兰小镇,,--11.50㎡南北5室1厅2卫,,,,合租·中港罗兰小镇 5居室 南/北卧
,余杭闲林闲林山水紫薇苑,,--86.00㎡南3室2厅1卫,,,,整租·闲林山水紫薇苑 3室2厅 南
,余杭闲林竹海水韵,,--89.00㎡南3室1厅1卫,,,,整租·竹海水韵 3室1厅 南
,余杭闲林金岸提香,,--30.00㎡北5室1厅1卫,,,,合租·金岸提香 5居室 北卧
,余杭闲林爵士风情花园,,--192.57㎡东南6室2厅4卫,,,,整租·爵士风情花园 6室2厅 跃层 东南
未来科技城,,,30.00㎡1间在租2室1厅1卫,/apartment/37828.html,2890,8天前维护,独栋·初九公寓 初九公寓it公园店 西溪蓝海 双人间 2室1厅
,余杭未来科技城福田花园,,--115.00㎡南3室2厅1卫,,,,整租·福田花园 3室2厅 南
未来科技城,余杭未来科技城欧美金融城,1.901,--130.00㎡南4室2厅2卫,/zufang/HZ2826100232738045952.html,8000,1天前维护,整租·欧美金融城 4室2厅 南
,余杭未来科技城融创金成英特学府,,--89.00㎡南北3室2厅2卫,,,,整租·融创金成英特学府 3室2厅 南/北
未来科技城,余杭未来科技城杭州未来广场银天金城,2.977,精选--50.00㎡南1室1厅1卫,/zufang/HZ2532104550723092480.html,3700,16天前维护,整租·杭州未来广场银天金城 1室1厅 南
,余杭未来科技城荆余路189号,,--130.00㎡南3室2厅2卫,,,,整租·荆余路189号 3室2厅 南
未来科技城,余杭未来科技城杭州未来广场银天金城,2.977,精选--40.00㎡北1室0厅1卫,/zufang/HZ2672948903753547776.html,3300,1天前维护,整租·杭州未来广场银天金城 1室0厅 北
,余杭未来科技城金沙公寓,,--125.00㎡南北2室1厅2卫,,,,整租·金沙公寓 2室1厅 南/北
,余杭未来科技城山西园,,--78.00㎡东南南西南3室1厅1卫,,,,整租·山西园 3室1厅 东南/南/西南
,余杭未来科技城豪波西溪润景,,--74.00㎡南1室1厅1卫,,,,整租·豪波西溪润景 1室1厅 南
,余杭未来科技城西溪永乐城,,--89.00㎡南3室2厅1卫,,,,整租·西溪永乐城 3室2厅 南
,余杭未来科技城欧美金融城,,--38.28㎡西北2室2厅1卫,,,,整租·欧美金融城 2室2厅 西北
,余杭未来科技城鼎创财富中心,,--50.00㎡南2室2厅2卫,,,,整租·鼎创财富中心 2室2厅 南
,余杭闲林西溪庭院,,--168.00㎡西南5室2厅2卫,,,,整租·西溪庭院 5室2厅 西南
,余杭未来科技城景瑞御蓝湾,,--89.00㎡南北3室2厅1卫,,,,整租·景瑞御蓝湾 3室2厅 南/北
,余杭闲林南湖大厦,,--47.77㎡东南南1室1厅1卫,,,,整租·南湖大厦 1室1厅 东南/南
,余杭未来科技城华夏之心,,--61.87㎡南1室1厅1卫,,,,整租·华夏之心 1室1厅 南
闲林,余杭闲林新明半岛,5.023,--145.69㎡东南3室2厅2卫,/zufang/HZ2606285480441937920.html,3999,3天前维护,整租·新明半岛 3室2厅 东南
未来科技城,余杭未来科技城五迪中心,2.621,精选--37.50㎡北1室1厅1卫,/zufang/HZ2753687053182181376.html,3800,7天前维护,整租·五迪中心 1室1厅 LOFT 北
,余杭闲林东海闲湖城印象加州,,--89.00㎡南北3室2厅2卫,,,,整租·东海闲湖城印象加州 3室2厅 南/北
闲林,余杭闲林融创金成未来海,3.296,--89.00㎡南北3室1厅2卫,/zufang/HZ2600682947170811904.html,2500,3天前维护,整租·融创金成未来海 3室1厅 南/北
,余杭未来科技城远东紫宸花园,,--67.00㎡东南南1室2厅1卫,,,,整租·远东紫宸花园 1室2厅 东南/南
未来科技城,余杭未来科技城五迪中心,2.621,精选--41.00㎡西2室1厅1卫,/zufang/HZ2756505827082256384.html,4000,25天前维护,整租·五迪中心 2室1厅 LOFT 西
闲林,余杭闲林佳兆业西溪璞园,6.449,--124.34㎡南北4室2厅2卫,/zufang/HZ2751590538473119744.html,4900,1天前维护,整租·佳兆业西溪璞园 4室2厅 南/北
,余杭未来科技城东原印未来,,--126.00㎡南4室2厅2卫,,,,整租·东原印未来 4室2厅 南
未来科技城,余杭未来科技城欧美金融城,1.901,精选--59.70㎡南2室1厅1卫,/zufang/HZ2570291664950132736.html,4500,25天前维护,整租·欧美金融城 2室1厅 LOFT 南
,余杭闲林中港罗兰小镇,,--99.00㎡东4室2厅2卫,,,,整租·中港罗兰小镇 4室2厅 东
,余杭未来科技城飞鸟客,,--38.03㎡南1室0厅1卫,,,,整租·飞鸟客 1室0厅 南
未来科技城,余杭未来科技城西溪永乐城,1.865,精选--60.00㎡南1室1厅1卫,/zufang/HZ2587520808238710784.html,3800,4天前维护,整租·西溪永乐城 1室1厅 LOFT 南
,余杭闲林荆山翠谷,,--150.00㎡南3室2厅2卫,,,,整租·荆山翠谷 3室2厅 南
未来科技城,,,90.00㎡3间在租3室2厅1卫,/apartment/35736.html,7200-10500,3天前维护,独栋·梦享屋 贝达梦工场店 270度全景落地窗 3室2厅
,余杭未来科技城鼎创财富中心,,--53.00㎡南西2室1厅2卫,,,,整租·鼎创财富中心 2室1厅 南/西
未来科技城,,,60.00㎡1间在租2室2厅1卫,/apartment/35736.html,6000,3天前维护,独栋·梦享屋 贝达梦工场店 loft两室带门 2室2厅
,余杭闲林东海·闲湖城,,--277.00㎡南6室2厅2卫,,,,整租·东海·闲湖城 6室2厅 南
,余杭未来科技城新湖菲林山,,--275.00㎡南北5室2厅3卫,,,,整租·新湖菲林山 5室2厅 南/北
,余杭未来科技城景瑞御蓝湾,,--30.00㎡南3室2厅1卫,,,,合租·景瑞御蓝湾 3居室 南卧
,余杭未来科技城万通时尚公馆,,--50.00㎡南1室1厅1卫,,,,整租·万通时尚公馆 1室1厅 南
,余杭未来科技城新湖菲林山,,--115.00㎡东南3室2厅2卫,,,,整租·新湖菲林山 3室2厅 东南
,余杭未来科技城西溪蓝海,,--38.00㎡西1室1厅1卫,,,,整租·西溪蓝海 1室1厅 LOFT 西
未来科技城,,,60.00㎡3间在租2室2厅1卫,/apartment/35736.html,4700,3天前维护,独栋·梦享屋 贝达梦工场店 朝南loft落地窗 2室2厅
,余杭闲林竹海水韵,,--234.08㎡南北4室1厅3卫,,,,整租·竹海水韵 4室1厅 跃层 南/北
未来科技城,余杭未来科技城青枫墅园二期-鹭语阁排屋,1.705,--145.00㎡东南西北4室2厅3卫,/zufang/HZ2731906423302144000.html,6000,1天前维护,整租·青枫墅园二期-鹭语阁排屋 4室2厅 东南/西北
,余杭闲林赞成乐山红叶,,--239.60㎡南北5室3厅4卫,,,,整租·赞成乐山红叶 5室3厅 南/北
未来科技城,,,28.00㎡4间在租1室1厅1卫,/apartment/1581.html,2788-2988,12天前维护,独栋·泊寓 海港城社区店 丨咫尺阿里丨朝南跃层 1室1厅
,余杭闲林佳兆业西溪璞园,,--126.03㎡东4室2厅2卫,,,,整租·佳兆业西溪璞园 4室2厅 东
,余杭闲林爵士风情花园,,--108.00㎡东3室2厅2卫,,,,整租·爵士风情花园 3室2厅 东
,余杭闲林怡景花城鸣翠苑,,--151.00㎡南4室2厅2卫,,,,整租·怡景花城鸣翠苑 4室2厅 南
,余杭未来科技城杉杉恒和依山郡,,--89.00㎡南2室1厅1卫,,,,整租·杉杉恒和依山郡 2室1厅 南
,余杭未来科技城瑞城熙园,,--190.00㎡南5室2厅3卫,,,,整租·瑞城熙园 5室2厅 南
,余杭闲林雅居乐国际花园,,--89.00㎡南3室3厅1卫,,,,整租·雅居乐国际花园 3室3厅 南
,余杭闲林绿城桃源小镇,,--83.48㎡南2室1厅1卫,,,,整租·绿城桃源小镇 2室1厅 南
,余杭未来科技城新湖菲林山,,--229.00㎡南4室2厅3卫,,,,整租·新湖菲林山 4室2厅 南
,余杭闲林新明半岛,,--161.06㎡南北4室2厅3卫,,,,整租·新明半岛 4室2厅 南/北
未来科技城,,,55.00㎡1间在租1室0厅1卫,/apartment/30081.html,4200,5天前维护,独栋·驿客公寓 未来Park店 D 开间
,余杭闲林盛世嘉园,,--95.00㎡南3室2厅2卫,,,,整租·盛世嘉园 3室2厅 南
,余杭闲林新明半岛,,--57.00㎡南1室1厅1卫,,,,整租·新明半岛 1室1厅 南
未来科技城,,,37.00㎡1间在租1室0厅1卫,/apartment/39950.html,3350,3天前维护,独栋·驿客公寓 未来广场店 一室平层37 开间
,余杭闲林盛世嘉园,,--87.00㎡南2室2厅1卫,,,,整租·盛世嘉园 2室2厅 南
,余杭闲林竹海水韵,,--271.93㎡南5室2厅3卫,,,,整租·竹海水韵 5室2厅 跃层 南
未来科技城,,,80.00㎡1间在租3室2厅2卫,/apartment/40985.html,7000,5天前维护,独栋·驿客公寓 未来悦店 E户型 3室2厅
未来科技城,,,45.00㎡1间在租1室1厅1卫,/apartment/40985.html,4100,5天前维护,独栋·驿客公寓 未来悦店 B户型 1室1厅
,余杭闲林盛世嘉园,,--90.00㎡南3室2厅2卫,,,,整租·盛世嘉园 3室2厅 跃层 南
未来科技城,,,45.00㎡1间在租1室1厅1卫,/apartment/30081.html,3700,5天前维护,独栋·驿客公寓 未来Park店 21 1室1厅
闲林,余杭闲林闲林山水紫薇苑,5.25,--76.00㎡南北2室2厅1卫,/zufang/HZ2763036057334456320.html,2800,5天前维护,整租·闲林山水紫薇苑 2室2厅 南/北
未来科技城,余杭未来科技城万通时尚公馆,1.739,--45.00㎡东1室1厅1卫,/zufang/HZ2678297685198372864.html,3880,26天前维护,整租·万通时尚公馆 1室1厅 LOFT 东
,余杭闲林荆山翠谷,,--128.00㎡西3室2厅2卫,,,,整租·荆山翠谷 3室2厅 西
闲林,余杭闲林绿城桃源小镇,5.954,--160.00㎡西南3室2厅4卫,/zufang/HZ2657007844578304000.html,3600,7天前维护,整租·绿城桃源小镇 3室2厅 西南
未来科技城,余杭未来科技城浙富西溪堂,0.693,--58.00㎡北1室1厅1卫,/zufang/HZ2776735271658995712.html,3880,4天前维护,整租·浙富西溪堂 1室1厅 北
,余杭闲林悦青蓝,,--89.00㎡南3室2厅2卫,,,,整租·悦青蓝 3室2厅 南
,余杭闲林恒厚阳光城,,--126.00㎡南4室2厅2卫,,,,整租·恒厚阳光城 4室2厅 南
,余杭闲林融创金成未来海,,--95.00㎡南北3室2厅2卫,,,,整租·融创金成未来海 3室2厅 南/北
未来科技城,,,30.00㎡2间在租1室0厅1卫,/apartment/36871.html,2000-2200,19天前维护,独栋·途步酒店式公寓 余勋工业园店 人工智能小镇旁 开间
,余杭未来科技城华夏四季,,--128.27㎡南4室1厅2卫,,,,整租·华夏四季 4室1厅 南
,余杭未来科技城佳源未来府,,--89.00㎡南4室2厅2卫,,,,整租·佳源未来府 4室2厅 南
,余杭未来科技城合景叠彩园,,--87.93㎡南3室1厅2卫,,,,整租·合景叠彩园 3室1厅 南
闲林,余杭闲林怡景花城,5.795,--214.00㎡南北4室2厅3卫,/zufang/HZ2764366965341691904.html,15000,2天前维护,整租·怡景花城 4室2厅 南/北
,余杭未来科技城万通时尚公馆,,--89.00㎡南3室2厅1卫,,,,整租·万通时尚公馆 3室2厅 南
,余杭闲林新明半岛,,--153.00㎡南4室2厅2卫,,,,整租·新明半岛 4室2厅 南
,余杭未来科技城西溪蓝海,,--63.00㎡东南1室1厅1卫,,,,整租·西溪蓝海 1室1厅 东南
,余杭闲林杭州宏丰家居城宏丰公寓,,--80.00㎡南2室2厅1卫,,,,整租·杭州宏丰家居城宏丰公寓 2室2厅 南
,余杭闲林赞成乐山红叶,,--92.00㎡南3室2厅2卫,,,,整租·赞成乐山红叶 3室2厅 南
,余杭未来科技城方汇花苑,,--140.00㎡南3室2厅2卫,,,,整租·方汇花苑 3室2厅 南
,余杭闲林绿城桃源小镇,,--144.23㎡南4室2厅2卫,,,,整租·绿城桃源小镇 4室2厅 跃层 南
,余杭未来科技城泊悦府,,--89.00㎡南3室2厅1卫,,,,整租·泊悦府 3室2厅 南
,余杭未来科技城西房余杭公馆,,--89.00㎡南3室2厅2卫,,,,整租·西房余杭公馆 3室2厅 南
,余杭闲林绿城桃源小镇品霞苑,,--88.00㎡东3室2厅1卫,,,,整租·绿城桃源小镇品霞苑 3室2厅 东
,余杭闲林雅居乐国际花园,,--137.74㎡南北4室2厅2卫,,,,整租·雅居乐国际花园 4室2厅 南/北
,余杭闲林怡景花城流霞苑,,--174.59㎡南5室3厅3卫,,,,整租·怡景花城流霞苑 5室3厅 南
,余杭未来科技城新桥路29号,,--71.00㎡南2室1厅1卫,,,,整租·新桥路29号 2室1厅 南
,余杭未来科技城万通时尚公馆,,--89.00㎡东南南北3室1厅1卫,,,,整租·万通时尚公馆 3室1厅 东南/南/北
,余杭未来科技城飞鸟客,,--36.91㎡北1室0厅1卫,,,,整租·飞鸟客 1室0厅 北
,余杭未来科技城西溪蓝海,,--57.00㎡东南2室1厅1卫,,,,整租·西溪蓝海 2室1厅 东/南
,余杭闲林新明半岛,,--160.00㎡南4室2厅2卫,,,,整租·新明半岛 4室2厅 错层 南
,余杭未来科技城庭院深深,,--89.00㎡南2室1厅1卫,,,,整租·庭院深深 2室1厅 南
,余杭未来科技城西溪八方城,,--53.00㎡南2室1厅2卫,,,,整租·西溪八方城 2室1厅 南
,余杭闲林金岸提香,,--241.00㎡南5室2厅4卫,,,,整租·金岸提香 5室2厅 南
,余杭闲林岸上蓝山,,--115.00㎡东南南西南3室1厅1卫,,,,整租·岸上蓝山 3室1厅 东南/南/西南
,余杭闲林新明半岛,,--261.66㎡南5室3厅3卫,,,,整租·新明半岛 5室3厅 南
,余杭闲林绿城桃源小镇品霞苑,,--124.00㎡南4室1厅2卫,,,,整租·绿城桃源小镇品霞苑 4室1厅 南
,余杭未来科技城飞鸟客,,--45.18㎡西北3室2厅2卫,,,,整租·飞鸟客 3室2厅 西北
,余杭未来科技城富力西溪悦居溪区,,--192.00㎡西南4室2厅2卫,,,,整租·富力西溪悦居溪区 4室2厅 西南
,余杭未来科技城大华海派风范,,--89.31㎡东南4室2厅2卫,,,,整租·大华海派风范 4室2厅 东南
,余杭未来科技城合景映月台,,--120.27㎡南北4室2厅2卫,,,,整租·合景映月台 4室2厅 南/北
,余杭未来科技城创客空间大厦,,--99.22㎡南北4室2厅2卫,,,,整租·创客空间大厦 4室2厅 南/北
,余杭闲林赞成乐山红叶,,--88.34㎡南3室1厅1卫,,,,整租·赞成乐山红叶 3室1厅 南
,余杭未来科技城新湖果岭,,--138.00㎡南北4室2厅2卫,,,,整租·新湖果岭 4室2厅 复式 南/北
,余杭未来科技城欧美金融城,,--46.56㎡北2室1厅1卫,,,,整租·欧美金融城 2室1厅 北
未来科技城,余杭未来科技城欧美金融城,1.901,--98.49㎡南北4室2厅2卫,/zufang/HZ2753632743488765952.html,8300,1天前维护,整租·欧美金融城 4室2厅 南/北
,余杭闲林新明半岛,,--89.27㎡南2室2厅1卫,,,,整租·新明半岛 2室2厅 南
,余杭闲林新明半岛,,--143.00㎡东南北3室2厅2卫,,,,整租·新明半岛 3室2厅 东/南/北
,余杭未来科技城西溪八方城,,--52.08㎡北2室1厅2卫,,,,整租·西溪八方城 2室1厅 跃层 北
未来科技城,余杭未来科技城富力西溪悦墅,4.166,--140.00㎡南北4室2厅3卫,/zufang/HZ2755609452039110656.html,12800,1天前维护,整租·富力西溪悦墅 4室2厅 南/北
,余杭闲林南湖大厦,,--53.82㎡北1室0厅1卫,,,,整租·南湖大厦 1室0厅 北
,余杭闲林新西湖小镇,,--118.00㎡南3室2厅2卫,,,,整租·新西湖小镇 3室2厅 南
,余杭闲林绿城桃源小镇品霞苑,,--89.00㎡南2室1厅1卫,,,,整租·绿城桃源小镇品霞苑 2室1厅 南
未来科技城,余杭未来科技城复泰雅宸华庭,3.227,--103.00㎡南3室2厅2卫,/zufang/HZ2755108209064165376.html,2200,1天前维护,整租·复泰雅宸华庭 3室2厅 南
,余杭未来科技城中南樾府,,--89.00㎡南3室2厅2卫,,,,整租·中南樾府 3室2厅 南
未来科技城,余杭未来科技城中新大厦,2.345,--86.75㎡西1室1厅1卫,/zufang/HZ2616610819990880256.html,6800,5天前维护,整租·中新大厦 1室1厅 西
,余杭闲林东海闲湖城印象加州,,--118.00㎡东南3室2厅2卫,,,,整租·东海闲湖城印象加州 3室2厅 东/南
,余杭闲林江南新港公寓,,--72.20㎡南北2室2厅1卫,,,,整租·江南新港公寓 2室2厅 南/北
,余杭闲林绿城桃源小镇品霞苑,,--89.00㎡南北3室2厅1卫,,,,整租·绿城桃源小镇品霞苑 3室2厅 南/北
,余杭未来科技城富力天贸广场,,--128.92㎡南2室1厅0卫,,,,整租·富力天贸广场 2室1厅 南
,余杭闲林南湖大厦,,--44.05㎡南2室1厅1卫,,,,整租·南湖大厦 2室1厅 南
,余杭闲林融创金成江南府,,--146.18㎡南4室1厅1卫,,,,整租·融创金成江南府 4室1厅 南
,余杭闲林东海·闲湖城,,--200.90㎡南5室3厅3卫,,,,整租·东海·闲湖城 5室3厅 南
,余杭闲林新西湖小镇,,--130.00㎡西南3室2厅2卫,,,,整租·新西湖小镇 3室2厅 西南
,余杭未来科技城中南樾府,,--126.61㎡南北4室2厅2卫,,,,整租·中南樾府 4室2厅 南/北
闲林,余杭闲林白云深处,3.453,--240.00㎡南北5室2厅5卫,/zufang/HZ2752044727959560192.html,6500,3天前维护,整租·白云深处 5室2厅 南/北
,余杭未来科技城宝林西路,,--77.00㎡南2室2厅1卫,,,,整租·宝林西路 2室2厅 南
,余杭闲林绿城桃花源,,--78.00㎡南2室2厅1卫,,,,整租·绿城桃花源 2室2厅 南
,余杭未来科技城五迪中心,,--37.50㎡北2室1厅1卫,,,,整租·五迪中心 2室1厅 北
,余杭未来科技城华夏四季,,--139.00㎡东北4室2厅3卫,,,,整租·华夏四季 4室2厅 东北
,余杭未来科技城西溪八方城,,--53.00㎡南2室2厅2卫,,,,整租·西溪八方城 2室2厅 南
,余杭未来科技城万通时尚公馆,,--45.16㎡西1室1厅1卫,,,,整租·万通时尚公馆 1室1厅 西
