city,community,distance,houseInfo,link,price,time,title
闲林,余杭闲林盛世嘉园,6.039,--117.07㎡南北3室2厅1卫,/zufang/HZ2716017975731175424.html,4700,2天前维护,整租·盛世嘉园 3室2厅 南/北
,余杭未来科技城仓溢绿苑,,--162.13㎡南4室2厅2卫,,,,整租·仓溢绿苑 4室2厅 南
,余杭未来科技城同城印象花苑西区,,--160.83㎡南4室2厅2卫,,,,整租·同城印象花苑西区 4室2厅 南
,余杭未来科技城欣龙华府公寓,,--130.00㎡南3室2厅2卫,,,,整租·欣龙华府公寓 3室2厅 南
,余杭未来科技城新湖菲林山,,--82.00㎡南2室2厅1卫,,,,整租·新湖菲林山 2室2厅 南
,余杭闲林绿城桃源小镇品霞苑,,--87.37㎡南北3室1厅1卫,,,,整租·绿城桃源小镇品霞苑 3室1厅 南/北
,余杭闲林融创金成江南府,,--148.00㎡南5室2厅3卫,,,,整租·融创金成江南府 5室2厅 南
闲林,余杭闲林白云深处,3.453,--237.55㎡东南西北4室2厅3卫,/zufang/HZ2699334345021464576.html,6000,3天前维护,整租·白云深处 4室2厅 东南/西北
闲林,余杭闲林新西湖小镇,7.364,--77.47㎡南2室1厅1卫,/zufang/HZ2725897547360518144.html,2600,4天前维护,整租·新西湖小镇 2室1厅 南
,余杭闲林中惠家园,,--119.99㎡南北3室2厅2卫,,,,整租·中惠家园 3室2厅 南/北
,余杭闲林中惠家园,,--120.00㎡东南南4室2厅2卫,,,,整租·中惠家园 4室2厅 东南/南
,余杭闲林绿城桃源小镇,,--148.23㎡东南3室2厅4卫,,,,整租·绿城桃源小镇 3室2厅 东南
,余杭闲林江南新港公寓,,--86.09㎡南2室2厅1卫,,,,整租·江南新港公寓 2室2厅 南
,余杭未来科技城复泰雅宸华庭,,--148.89㎡南4室2厅3卫,,,,整租·复泰雅宸华庭 4室2厅 南
,余杭未来科技城欧美金融城,,--133.44㎡南北3室2厅2卫,,,,整租·欧美金融城 3室2厅 南/北
,余杭未来科技城锦绣时代中心,,--95.00㎡南北3室1厅1卫,,,,整租·锦绣时代中心 3室1厅 南/北
未来科技城,余杭未来科技城阳光城未来悦MAX,0.783,--88.51㎡南北3室2厅2卫,/zufang/HZ2686276968940576768.html,7000,1天前维护,整租·阳光城未来悦MAX 3室2厅 南/北
,余杭未来科技城瑞城熙园,,--210.00㎡东南4室2厅5卫,,,,整租·瑞城熙园 4室2厅 东南
,余杭未来科技城瑞城温莎郡,,--244.00㎡东南3室2厅3卫,,,,整租·瑞城温莎郡 3室2厅 东/南
,余杭未来科技城西溪泊岸,,--46.14㎡南2室1厅1卫,,,,整租·西溪泊岸 2室1厅 南
未来科技城,余杭未来科技城新湖菲林山,3.227,--119.00㎡南北3室2厅2卫,/zufang/HZ2688328021597241344.html,6200,4天前维护,整租·新湖菲林山 3室2厅 南/北
,余杭闲林新西湖小镇,,--10.00㎡南5室1厅4卫,,,,合租·新西湖小镇 5居室 南卧
,余杭闲林中港罗兰小镇,,--89.80㎡南4室0厅4卫,,,,整租·中港罗兰小镇 4室0厅 南
,余杭未来科技城西园凤都苑,,--251.81㎡南5室2厅4卫,,,,整租·西园凤都苑 5室2厅 南
,余杭闲林融创金成江南府,,--126.00㎡东南北4室2厅2卫,,,,整租·融创金成江南府 4室2厅 东/南/北
,余杭闲林盛世嘉园,,--148.78㎡南4室2厅2卫,,,,整租·盛世嘉园 4室2厅 南
,余杭闲林岸上蓝山,,--113.80㎡南5室2厅2卫,,,,整租·岸上蓝山 5室2厅 跃层 南
,余杭闲林中港罗兰小镇,,--65.00㎡南2室1厅1卫,,,,整租·中港罗兰小镇 2室1厅 南
,余杭未来科技城瑞城温莎郡,,--240.00㎡南5室5厅3卫,,,,整租·瑞城温莎郡 5室5厅 南
,余杭未来科技城杉杉恒和依山郡,,--55.71㎡西北1室1厅1卫,,,,整租·杉杉恒和依山郡 1室1厅 西北
,余杭闲林雅居乐国际花园,,--30.00㎡南2室1厅1卫,,,,合租·雅居乐国际花园 2居室 南卧
,余杭未来科技城山西园路,,--52.00㎡南2室2厅1卫,,,,整租·山西园路 2室2厅 南
,余杭闲林新西湖小镇,,--89.00㎡东南西北2室2厅1卫,,,,整租·新西湖小镇 2室2厅 东/南/西/北
未来科技城,余杭未来科技城杉杉恒和依山郡,16.289,--153.00㎡南5室1厅1卫,/zufang/HZ2726060807204118528.html,4000,2天前维护,整租·杉杉恒和依山郡 5室1厅 南
,余杭闲林金泽公寓,,--108.66㎡南4室2厅1卫,,,,整租·金泽公寓 4室2厅 南
,余杭闲林竹海水韵,,--110.00㎡西南3室2厅2卫,,,,整租·竹海水韵 3室2厅 西南
,余杭闲林新西湖小镇,,--30.00㎡南2室1厅1卫,,,,合租·新西湖小镇 2居室 南卧
,余杭未来科技城瑞城温莎郡,,--86.55㎡南2室1厅1卫,,,,整租·瑞城温莎郡 2室1厅 南
,余杭未来科技城西溪八方城,,--43.00㎡东2室2厅2卫,,,,整租·西溪八方城 2室2厅 东
,余杭未来科技城融创金成英特学府,,--178.30㎡南5室2厅3卫,,,,整租·融创金成英特学府 5室2厅 南
,余杭闲林金岸提香,,--30.00㎡南5室1厅1卫,,,,合租·金岸提香 5居室 南卧
,余杭未来科技城创客空间大厦,,--44.89㎡西2室1厅1卫,,,,整租·创客空间大厦 2室1厅 西
,余杭未来科技城南湖丽景,,--148.83㎡南北4室2厅2卫,,,,整租·南湖丽景 4室2厅 南/北
,余杭未来科技城东原印未来,,--95.00㎡南3室2厅2卫,,,,整租·东原印未来 3室2厅 南
,余杭未来科技城佳源未来府,,--23.00㎡南4室2厅3卫,,,,合租·佳源未来府 4居室 南卧
,余杭未来科技城欧美金融城,,--42.58㎡东2室2厅1卫,,,,整租·欧美金融城 2室2厅 东
,余杭未来科技城瑞城温莎郡,,--84.31㎡南北3室2厅1卫,,,,整租·瑞城温莎郡 3室2厅 南/北
,余杭未来科技城中南樾府,,--128.00㎡南4室1厅2卫,,,,整租·中南樾府 4室1厅 南
,余杭未来科技城南湖丽景,,--132.36㎡东3室2厅1卫,,,,整租·南湖丽景 3室2厅 东
,余杭未来科技城青枫墅园二期-鹭语阁排屋,,--145.00㎡南4室2厅4卫,,,,整租·青枫墅园二期-鹭语阁排屋 4室2厅 南
,余杭未来科技城景瑞原墅,,--430.00㎡南9室4厅6卫,,,,整租·景瑞原墅 9室4厅 南
,余杭未来科技城瑞城温莎郡,,--91.28㎡南北3室2厅1卫,,,,整租·瑞城温莎郡 3室2厅 跃层 南/北
,余杭未来科技城海创绿谷,,--29.60㎡南1室1厅1卫,,,,整租·海创绿谷 1室1厅 南
,余杭未来科技城山西园,,--50.00㎡南2室1厅1卫,,,,整租·山西园 2室1厅 南
,余杭未来科技城融创金成英特学府,,--89.00㎡东南3室2厅2卫,,,,整租·融创金成英特学府 3室2厅 东南
,余杭未来科技城庭院深深,,--160.00㎡西北3室2厅2卫,,,,整租·庭院深深 3室2厅 西北
,余杭未来科技城欧美金融城,,--60.03㎡北2室2厅1卫,,,,整租·欧美金融城 2室2厅 北
,余杭未来科技城欣龙华府公寓,,--139.00㎡南北3室2厅2卫,,,,整租·欣龙华府公寓 3室2厅 南/北
,余杭未来科技城山西园路,,--60.00㎡南北2室2厅1卫,,,,整租·山西园路 2室2厅 南/北
,余杭未来科技城西城时代家园,,--92.37㎡南北3室1厅1卫,,,,整租·西城时代家园 3室1厅 南/北
,余杭闲林闲林山水木兰苑,,--200.00㎡南5室3厅2卫,,,,整租·闲林山水木兰苑 5室3厅 南
未来科技城,余杭未来科技城欧美金融城,1.901,--38.00㎡西2室1厅1卫,/zufang/HZ2822997546887020544.html,4700,1天前维护,整租·欧美金融城 2室1厅 西
,余杭闲林融创金成江南府,,--148.10㎡南5室2厅3卫,,,,融创金成江南府 5室2厅 南
,余杭未来科技城金地西溪风华,,--73.00㎡南2室1厅1卫,,,,整租·金地西溪风华 2室1厅 南
,余杭未来科技城未来悦,,--79.04㎡南3室1厅2卫,,,,整租·未来悦 3室1厅 南
,余杭未来科技城豪波西溪润景,,--72.00㎡南3室2厅2卫,,,,整租·豪波西溪润景 3室2厅 南
,余杭未来科技城北大资源未名府,,--37.00㎡北2室1厅1卫,,,,整租·北大资源未名府 2室1厅 北
,余杭未来科技城南安,,--101.00㎡南3室1厅2卫,,,,整租·南安 3室1厅 南
未来科技城,余杭未来科技城青枫墅园,3.227,--85.00㎡南3室1厅1卫,/zufang/HZ2825437681721278464.html,5800,1天前维护,整租·青枫墅园 3室1厅 南
,余杭闲林东海·闲湖城,,--89.00㎡南3室1厅1卫,,,,整租·东海·闲湖城 3室1厅 南
,余杭闲林绿城桃源小镇品霞苑,,--89.00㎡南2室2厅1卫,,,,整租·绿城桃源小镇品霞苑 2室2厅 南
,余杭闲林绿城桃源小镇,,--83.00㎡西南2室1厅1卫,,,,整租·绿城桃源小镇 2室1厅 西南
,余杭闲林新明半岛,,--143.00㎡东南3室2厅2卫,,,,整租·新明半岛 3室2厅 错层 东南
,余杭闲林怡景花城,,--223.00㎡南5室2厅3卫,,,,整租·怡景花城 5室2厅 南
,余杭未来科技城蓝城鼎胜蔚蓝中心,,--50.00㎡西2室1厅2卫,,,,整租·蓝城鼎胜蔚蓝中心 2室1厅 西
未来科技城,余杭未来科技城湖山帝景湾,5.41,--130.91㎡东南3室2厅2卫,/zufang/HZ2822512926760370176.html,5000,2天前维护,整租·湖山帝景湾 3室2厅 东南
,余杭闲林闲林山水丹枫苑,,--204.11㎡南4室2厅3卫,,,,整租·闲林山水丹枫苑 4室2厅 跃层 南
,余杭闲林华门清水湾,,--326.10㎡南5室2厅3卫,,,,整租·华门清水湾 5室2厅 南
,余杭未来科技城鼎创财富中心,,--53.10㎡西2室1厅2卫,,,,整租·鼎创财富中心 2室1厅 西
,余杭未来科技城宝林西路,,--73.00㎡南2室1厅1卫,,,,整租·宝林西路 2室1厅 南
,余杭闲林怡景花城,,--230.00㎡南5室2厅3卫,,,,整租·怡景花城 5室2厅 跃层 南
闲林,余杭闲林南湖大厦,5.986,--46.02㎡西南1室0厅1卫,/zufang/HZ2505158571999117312.html,2500,6天前维护,整租·南湖大厦 1室0厅 西南
,余杭未来科技城蓝城鼎胜蔚蓝中心,,--45.68㎡东1室1厅2卫,,,,整租·蓝城鼎胜蔚蓝中心 1室1厅 东
,余杭未来科技城西溪美岸,,--41.88㎡南3室1厅2卫,,,,整租·西溪美岸 3室1厅 南
闲林,余杭闲林爵士风情花园,4.459,--223.71㎡南5室2厅3卫,/zufang/HZ2500617429005377536.html,5000,1天前维护,整租·爵士风情花园 5室2厅 南
,余杭未来科技城紫竹人家,,--119.80㎡南3室2厅2卫,,,,整租·紫竹人家 3室2厅 南
,余杭闲林润和西溪郡,,--228.00㎡南6室2厅4卫,,,,整租·润和西溪郡 6室2厅 跃层 南
,余杭闲林竹海水韵,,--300.00㎡南北5室2厅3卫,,,,整租·竹海水韵 5室2厅 南/北
,余杭未来科技城创客空间大厦,,--45.00㎡东2室1厅1卫,,,,整租·创客空间大厦 2室1厅 东
未来科技城,余杭未来科技城欧美金融城,1.901,--42.00㎡北1室1厅1卫,/zufang/HZ2823142834818269184.html,4600,6天前维护,整租·欧美金融城 1室1厅 北
,余杭闲林十里风荷,,--105.00㎡南5室1厅2卫,,,,整租·十里风荷 5室1厅 南
,余杭闲林绿城桃源小镇品霞苑,,--89.00㎡东南3室2厅1卫,,,,整租·绿城桃源小镇品霞苑 3室2厅 东南
,余杭未来科技城中园花苑,,--99.00㎡南3室2厅2卫,,,,整租·中园花苑 3室2厅 复式 南
,余杭闲林白云深处,,--261.55㎡南5室3厅3卫,,,,整租·白云深处 5室3厅 南
,余杭闲林怡景花城鸣翠苑,,--134.49㎡南3室2厅2卫,,,,整租·怡景花城鸣翠苑 3室2厅 南
,余杭未来科技城创客空间大厦,,--45.00㎡南2室1厅1卫,,,,整租·创客空间大厦 2室1厅 LOFT 南
未来科技城,余杭未来科技城华夏之心,1.924,--64.00㎡东1室1厅1卫,/zufang/HZ2817939332302905344.html,5000,3天前维护,整租·华夏之心 1室1厅 东
,余杭未来科技城江南雅居,,--88.00㎡南2室2厅1卫,,,,整租·江南雅居 2室2厅 南
未来科技城,余杭未来科技城复地上城,3.072,--120.00㎡南北2室2厅1卫,/zufang/HZ2815759144240283648.html,4000,3天前维护,整租·复地上城 2室2厅 跃层 南/北
,余杭未来科技城紫竹人家,,--118.00㎡南北3室2厅2卫,,,,整租·紫竹人家 3室2厅 南/北
,余杭未来科技城杉杉恒和依山郡,,--89.00㎡南北2室2厅1卫,,,,整租·杉杉恒和依山郡 2室2厅 南/北
,余杭未来科技城紫祥公寓,,--160.00㎡南3室2厅2卫,,,,整租·紫祥公寓 3室2厅 南
,余杭未来科技城佳源未来府,,--77.00㎡南2室1厅1卫,,,,整租·佳源未来府 2室1厅 南
,余杭未来科技城西溪泊岸,,--45.01㎡北1室1厅1卫,,,,整租·西溪泊岸 1室1厅 北
,余杭闲林融创金成江南府,,--149.89㎡南4室2厅3卫,,,,整租·融创金成江南府 4室2厅 跃层 南
,余杭闲林闲林山水木兰苑,,--250.00㎡南4室2厅3卫,,,,整租·闲林山水木兰苑 4室2厅 南
,余杭闲林赞成乐山红叶,,--30.00㎡南5室4厅5卫,,,,合租·赞成乐山红叶 5居室 南卧
,余杭闲林闲林山水丹枫苑,,--133.00㎡南3室2厅2卫,,,,整租·闲林山水丹枫苑 3室2厅 南
,余杭闲林闲林山水海棠苑,,--20.00㎡南5室2厅2卫,,,,合租·闲林山水海棠苑 5居室 南卧
,余杭未来科技城富力西溪悦居溪区,,--138.78㎡南4室2厅2卫,,,,整租·富力西溪悦居溪区 4室2厅 南
,余杭闲林爵士风情花园,,--79.00㎡南2室2厅1卫,,,,整租·爵士风情花园 2室2厅 南
,余杭未来科技城庭院深深,,--138.00㎡东东南3室2厅2卫,,,,整租·庭院深深 3室2厅 东/东南
闲林,余杭闲林竹海水韵,4.235,--198.00㎡南北5室2厅3卫,/zufang/HZ2787577723818606592.html,6000,6天前维护,整租·竹海水韵 5室2厅 跃层 南/北
,余杭未来科技城西溪蓝海,,--38.00㎡东1室0厅1卫,,,,整租·西溪蓝海 1室0厅 东
,余杭未来科技城杉杉恒和依山郡,,--91.25㎡西北2室1厅1卫,,,,整租·杉杉恒和依山郡 2室1厅 西北
,余杭未来科技城中南未来里,,--68.00㎡南3室2厅2卫,,,,整租·中南未来里 3室2厅 南
,余杭闲林荆山翠谷,,--287.60㎡南5室3厅3卫,,,,整租·荆山翠谷 5室3厅 南
,余杭闲林雅居乐国际花园,,--117.00㎡南西3室2厅2卫,,,,整租·雅居乐国际花园 3室2厅 南/西
,余杭闲林华元玉榕庄,,--609.00㎡南6室4厅6卫,,,,整租·华元玉榕庄 6室4厅 跃层 南
,余杭闲林闲林山水丹枫苑,,--240.88㎡南5室2厅3卫,,,,整租·闲林山水丹枫苑 5室2厅 跃层 南
,余杭未来科技城青枫墅园三期,,--89.00㎡南3室1厅1卫,,,,整租·青枫墅园三期 3室1厅 南
未来科技城,余杭未来科技城华夏之心,1.924,--44.00㎡西北1室1厅1卫,/zufang/HZ2800686619516993536.html,4500,4天前维护,整租·华夏之心 1室1厅 西北
,余杭未来科技城金沙公寓,,--96.54㎡南4室2厅2卫,,,,整租·金沙公寓 4室2厅 南
,余杭未来科技城佳源未来府,,--80.42㎡南北2室2厅1卫,,,,整租·佳源未来府 2室2厅 南/北
,余杭闲林新时代城市家园,,--93.00㎡南2室1厅1卫,,,,整租·新时代城市家园 2室1厅 南
,余杭未来科技城同城印象花苑东区,,--110.00㎡南北2室2厅1卫,,,,整租·同城印象花苑东区 2室2厅 南/北
,余杭未来科技城碧景园,,--132.00㎡南2室2厅2卫,,,,整租·碧景园 2室2厅 南
,余杭未来科技城佳源未来府,,--89.00㎡南3室2厅1卫,,,,整租·佳源未来府 3室2厅 南
,余杭未来科技城西城时代家园,,--127.08㎡东东南南西北3室2厅2卫,,,,整租·西城时代家园 3室2厅 东/东南/南/西/北
,余杭未来科技城南门公寓,,--25.00㎡南8室0厅8卫,,,,合租·南门公寓 8居室 南卧
未来科技城,余杭未来科技城西溪蓝海,2.159,--64.80㎡东2室1厅1卫,/zufang/HZ2812484492169068544.html,4000,1天前维护,整租·西溪蓝海 2室1厅 东
,余杭未来科技城创客空间大厦,,--99.22㎡西南5室2厅2卫,,,,整租·创客空间大厦 5室2厅 西南
,余杭未来科技城北大资源未名府,,--89.89㎡南3室1厅1卫,,,,整租·北大资源未名府 3室1厅 南
,余杭未来科技城湖山帝景湾,,--85.65㎡南2室1厅1卫,,,,整租·湖山帝景湾 2室1厅 南
,余杭未来科技城海创绿谷,,--45.09㎡北1室1厅1卫,,,,整租·海创绿谷 1室1厅 北
,余杭未来科技城湖山帝景湾南苑,,--217.00㎡东南南4室2厅4卫,,,,整租·湖山帝景湾南苑 4室2厅 东南/南
,余杭未来科技城富力西溪悦墅,,--141.33㎡南北4室2厅2卫,,,,整租·富力西溪悦墅 4室2厅 复式 南/北
,余杭未来科技城锦绣时代中心,,--90.00㎡南北2室2厅1卫,,,,整租·锦绣时代中心 2室2厅 南/北
,余杭未来科技城西城时代家园,,--136.00㎡南4室2厅2卫,,,,整租·西城时代家园 4室2厅 跃层 南
闲林,余杭闲林岸上蓝山,5.208,--140.55㎡南北4室2厅2卫,/zufang/HZ2823262083754229760.html,4200,2天前维护,整租·岸上蓝山 4室2厅 南/北
,余杭闲林海伦堡棠锦,,--89.00㎡南3室2厅1卫,,,,整租·海伦堡棠锦 3室2厅 南
,余杭闲林竹海水韵春风里,,--86.00㎡南3室2厅1卫,,,,整租·竹海水韵春风里 3室2厅 南
,余杭未来科技城瑞城温莎郡,,--86.00㎡东南3室2厅2卫,,,,整租·瑞城温莎郡 3室2厅 东南
,余杭闲林绿城桃源小镇,,--12.00㎡北3室1厅1卫,,,,合租·绿城桃源小镇 3居室 北卧
,余杭闲林闲林山水丹枫苑,,--139.00㎡南4室2厅2卫,,,,整租·闲林山水丹枫苑 4室2厅 南
,余杭未来科技城景瑞御蓝湾,,--89.00㎡南3室2厅1卫,,,,整租·景瑞御蓝湾 3室2厅 南
,余杭闲林盛世嘉园,,--41.00㎡南1室0厅1卫,,,,整租·盛世嘉园 1室0厅 南
,余杭未来科技城富力西溪悦居溪区,,--192.00㎡南北4室2厅3卫,,,,整租·富力西溪悦居溪区 4室2厅 南/北
,余杭闲林新明半岛,,--244.19㎡南6室3厅4卫,,,,整租·新明半岛 6室3厅 南
,余杭未来科技城华夏四季,,--89.00㎡南北3室2厅2卫,,,,整租·华夏四季 3室2厅 南/北
,余杭未来科技城恒合金座,,--53.00㎡南1室1厅1卫,,,,整租·恒合金座 1室1厅 南
,余杭未来科技城欧美金融城,,--46.55㎡北1室0厅1卫,,,,整租·欧美金融城 1室0厅 北
,余杭闲林盛世嘉园,,--40.00㎡南1室1厅1卫,,,,整租·盛世嘉园 1室1厅 南
,余杭未来科技城保亿丽景山,,--133.00㎡南4室3厅4卫,,,,整租·保亿丽景山 4室3厅 南
,余杭未来科技城合景映月台,,--20.00㎡南4室0厅0卫,,,,合租·合景映月台 4居室 南卧
,余杭未来科技城佳源未来府,,--30.00㎡北2室2厅1卫,,,,合租·佳源未来府 2居室 北卧
未来科技城,余杭未来科技城西溪蓝海,2.159,--38.00㎡南北1室1厅1卫,/zufang/HZ2810138204005466112.html,3600,今天维护,整租·西溪蓝海 1室1厅 南/北
闲林,余杭闲林新明半岛,5.023,--113.00㎡南3室1厅2卫,/zufang/HZ2762924274980495360.html,3800,1天前维护,整租·新明半岛 3室1厅 南
,余杭未来科技城万科星空,,--108.53㎡南4室1厅2卫,,,,整租·万科星空 4室1厅 南
,余杭闲林融创金成西溪海,,--138.00㎡西4室2厅1卫,,,,整租·融创金成西溪海 4室2厅 西
,余杭闲林新西湖小镇,,--174.30㎡南5室1厅5卫,,,,整租·新西湖小镇 5室1厅 错层 南
,余杭未来科技城北大资源未名府,,--46.41㎡南1室1厅1卫,,,,整租·北大资源未名府 1室1厅 LOFT 南
未来科技城,余杭未来科技城庭院深深,4.095,--89.00㎡东南2室2厅1卫,/zufang/HZ2826115954852249600.html,3300,今天维护,整租·庭院深深 2室2厅 东南
,余杭闲林融创金成西溪海,,--89.00㎡东南北3室2厅1卫,,,,整租·融创金成西溪海 3室2厅 东/南/北
,余杭闲林西溪庭院,,--25.00㎡南2室0厅1卫,,,,合租·西溪庭院 2居室 南卧
,余杭闲林岸上蓝山,,--95.04㎡南2室2厅1卫,,,,整租·岸上蓝山 2室2厅 南
,余杭闲林岸上蓝山,,--159.85㎡东南4室2厅2卫,,,,整租·岸上蓝山 4室2厅 东/南
,余杭未来科技城瑞城熙园,,--175.66㎡南4室2厅2卫,,,,整租·瑞城熙园 4室2厅 复式 南
,余杭未来科技城紫祥公寓,,--149.25㎡东南南3室2厅2卫,,,,整租·紫祥公寓 3室2厅 东南/南
,余杭未来科技城福田假日之约山庄,,--34.00㎡南北1室2厅1卫,,,,整租·福田假日之约山庄 1室2厅 南/北
,余杭未来科技城飞鸟客,,--38.97㎡北1室1厅1卫,,,,整租·飞鸟客 1室1厅 北
未来科技城,余杭未来科技城杭州未来广场银天金城,2.977,--37.95㎡东北1室1厅1卫,/zufang/HZ2744347220009549824.html,3400,1天前维护,整租·杭州未来广场银天金城 1室1厅 东北
,余杭闲林佳兆业西溪璞园,,--125.00㎡南西南4室2厅2卫,,,,整租·佳兆业西溪璞园 4室2厅 南/西南
,余杭闲林新西湖小镇,,--133.55㎡东南3室2厅2卫,,,,整租·新西湖小镇 3室2厅 东南
,余杭未来科技城北大资源未名府,,--45.21㎡南2室2厅1卫,,,,整租·北大资源未名府 2室2厅 南
,余杭未来科技城未来悦,,--28.00㎡北1室1厅1卫,,,,整租·未来悦 1室1厅 北
,余杭闲林雅居乐国际花园,,--89.00㎡东南3室2厅2卫,,,,整租·雅居乐国际花园 3室2厅 东南
,余杭闲林爵士风情花园,,--127.00㎡东南4室2厅2卫,,,,整租·爵士风情花园 4室2厅 东南
,余杭未来科技城中南未来里,,--70.72㎡南3室1厅1卫,,,,整租·中南未来里 3室1厅 南
,余杭未来科技城富力十号院,,--118.00㎡南4室2厅2卫,,,,整租·富力十号院 4室2厅 南
,余杭未来科技城西溪八方城,,--45.00㎡北2室1厅2卫,,,,整租·西溪八方城 2室1厅 北
,余杭闲林怡景花城鸣翠苑,,--213.00㎡南5室1厅2卫,,,,整租·怡景花城鸣翠苑 5室1厅 跃层 南
,余杭未来科技城西城时代家园,,--88.00㎡南2室2厅1卫,,,,整租·西城时代家园 2室2厅 南
,余杭未来科技城中南未来里,,--52.26㎡东南2室2厅2卫,,,,合租·中南未来里 2居室 东/南卧
,余杭闲林融创金成西溪海,,--89.00㎡东3室2厅1卫,,,,整租·融创金成西溪海 3室2厅 东
,余杭未来科技城新湖果岭,,--309.00㎡南北5室2厅4卫,,,,整租·新湖果岭 5室2厅 南/北
,余杭未来科技城华夏四季,,--139.00㎡东南4室2厅3卫,,,,整租·华夏四季 4室2厅 东南
,余杭闲林闲林山水紫薇苑,,--88.69㎡南2室2厅2卫,,,,整租·闲林山水紫薇苑 2室2厅 南
,余杭闲林闲林山水丹枫苑,,--56.00㎡南1室1厅1卫,,,,整租·闲林山水丹枫苑 1室1厅 南
,余杭闲林岸上蓝山,,--91.00㎡南北2室2厅2卫,,,,整租·岸上蓝山 2室2厅 南/北
,余杭闲林东海·闲湖城,,--118.00㎡南4室1厅2卫,,,,整租·东海·闲湖城 4室1厅 南
,余杭闲林金岸提香,,--88.00㎡南2室1厅1卫,,,,整租·金岸提香 2室1厅 南
,余杭未来科技城合景天峻,,--20.00㎡南3室1厅2卫,,,,合租·合景天峻 3居室 南卧
,余杭未来科技城欧美金融城,,--48.00㎡东南2室1厅1卫,,,,整租·欧美金融城 2室1厅 东南
,余杭未来科技城浙富西溪堂,,--58.00㎡南1室1厅1卫,,,,整租·浙富西溪堂 1室1厅 南
未来科技城,余杭未来科技城豪波西溪润景,5.999,--53.43㎡西2室1厅2卫,/zufang/HZ2739131705754656768.html,4300,今天维护,整租·豪波西溪润景 2室1厅 西
未来科技城,余杭未来科技城理想西溪金座,5.674,--61.20㎡南2室2厅1卫,/zufang/HZ2747048088962342912.html,4200,今天维护,整租·理想西溪金座 2室2厅 南
,余杭未来科技城金都西花庭,,--149.15㎡南4室2厅2卫,,,,整租·金都西花庭 4室2厅 南
